ulasan,label
Aku kan pake hp xiaomi redmi 3 tuh terus aku kan pengen foto pake filter terus beberapa lama kok ngga muncul muncul filternya padahal aku nunggunya lama banget sampe baterai hpku habis total karena cuma nungguin filter muncul doank tolond diperbaiki yah klo udh diperbaiki nanti aku akan kasih bintang 5 lagi yah terima kasih,2
"Sebelum diperbarui ngga bisa up snap dari roll camera, sesudah diperbarui malah ngga bisa buka aplikasinya ada keterangan ""tidak ada koneksi internet"" padahal kuota dan sinyal oke-oke saja dan akhirnya saya terpaksa harus hapus aplikasi ini. Sayang sekali.",1
Aku kasih bintang 4 karna apk nya memang bagus efeknya juga bagus2 tapi bagi aku ada satu kekurangan sihh kalo misalnya nyalain data kadang efeknya keganti sendiri jadi efek yang bagus2 malah keganti sama efek yang lain tapi its oke ngga papa. Terus buat yang nyesel/kecewa udah dwnld apk ini karna kalo abis poto ngga kesimpen di galeri karna di snpcht klo abis poto itu emng ngga lngsung ksimpen di galery tpi kalian bisa ketik titik tiga yg ada di fto kalian trus pilih ekspor abis itu rol kamera.,4
"Aplikasinya sudah bagus, namun masih banyak eror dan bug. Beberapa gambar hilang, dan tidak bisa di simpan. Tolong ke depannya bisa di perbaiki lagi, terimakasih.",3
"Snapchat saya baru saja di download tetapi tidak bisa muncul dengan efek efeknya, sangat mencari efek, camera berhenti, layak nya terfoto.",1
Apk Nya Bagus Tapi Kata aku perbaiki tentang efek setiker nya terus pas di telusuri tentang efek nya pas udah di favorite harus pake kuota jadi kata aku sih mending di ubah jadi gk pake kuota karna kasian kalo ada yang mau pake efek nya tapi harus pake kuota dulu:) Maaf jika ada kesalahan dalam berbicara terimakasih semangat terus ya untuk memperbaiki nya;),5
Bagus yang dibawah yang kebanyakan komentar kenapa sih gak bisa disimpen itu ada dibawah nya ada kata disimpan udah itu ada dua pilihan lalu pilih yang no 2 bukan no 1 jangan pilih yang ada kata memorinya yang dibawahnya yang dipilih lalu akan disimpen di galeri masak itu gk bisa,5
"Kok banyak banget yh yg bilang""jelek banget apknya!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!""kalo ini apknya bagus yaudah tinggal bilang bagus nggak usah pake acara tulisan jelek banget apknya !!!!!!terus bilang tapi boonk,btw ini bagus kok apknya👍",5
halo sya anisa jadi saya hanya memberitahu kenapa ketika selesai berfoto dan di simpan tidak masuk ke galeri? jadi gini setelah masuk ke snapchat kalian harus pencet ikon yang seperti kartu dan disitu langsung ada poto kalian lalu pilih saja yg mau disimpan yang mana lalu ada tulisan ekspor di bawah dan setelah kalian klik lalu kalian pencet rol kamera. sekian terimakasih,5
"Kenapa setiap saya akan membuat vidio tidak bisa,yang ada cuman notifikasi ""Beri izin untuk rekam mikrofon""padahal sudah saya izinkan,padahal dulu tidak seperti itu, Dan kenapa setiap saya menyimpan foto selalu ada notifikasi pengaturan memori yang membuat saya kesal",2
"Kalau bisa tampilan video call nya jangan bentuk lingkaran bertumpuk,, jadi kurang jelas ngeliatnya, mending segi empat aja! Untuk balas pesan kalo bisa seperti whatsapp biar jelas mana chat yang dibalas.Selebihnya bagus, menarik 😍",5
"saya kesel banget, soalnya video yg lama² gabisa dibuka di aplikasi snapcht nya. Padahal jaringan full banget, dan aneh nyaa video yg udah beberapa bulan yg lalu juga gabisa di save. Tlg dong gmna caranya",1
Bagus sih 🅑🅐🅖🅤🅢 tapi ya kalo lagi poto poto suka keluar sendiri terus tiba tiba layar nya tu hitam jadi tolong awasin dong terus lama lama gk bisa ke pake jadi harus nge download lagi tolong yah udah si cuma segitu aja TERIMAKASIH ( ⚈̥̥̥̥̥́⌢⚈̥̥̥̥̥̀) dah,5
"Asalam'muallaikun perkenalkan nama saya asti eka pra tiwi saya mohon maaf sebelum nya kenapa aplikasi ini aku login kok gak bisa terus aku mau pakek fb juga gak bisa tolong di perbaiki sedikit aplikasi nya ya sebenarnya aplikasi ini udah bagus kok cuman login nya yang sedikit harus di perbaiki, makasih ya udah mau baca komentar aku 😊",3
"Suka kesel kalo bikin video dan pakai filter, geraknya lama gak sinkron. Udh gitu skrg ngesave foto kok tulisannya terjadi kesalahan terussss.",1
"WIFI ku udh bagus tapi pas downloud kok error kali lah, bahus sih ya bagus tapi error bgt, padahal udah kutungguin 3 set jam, klo udh diperbaiki aku kasih biantang 5 deh, tapi untuk sementara bintang 3 dlu yaa.... Sekian dari saya🐵, terima gaji semuaa🐒:-) 👁👄👁 💄",3
Karena aku belum update kenapa pas kita foto ada kayak tulisan nah setelah itu saya mau menyimpan fotonya karena saya suka foto saya ambil banyak foto dan sedikit terganggu atas tulisan nya dan setelah saya mau jadiin foto profil foto nya gak ada saya sangat kecewa saya susah susah foto ada tulisan gak jelas gitu TOLONG DIPERBAIKI KALAU UDAH DIPERBAIKI SAYA KASIH BINTANG LIMA(5)⭐⭐⭐⭐⭐,1
"Pantesan gambarnya gambar hantu gitu.. Beberapa tahun setelah gue tau aplikasi ini, gue pun install app ini. Dan beberapa bulan setelah itu, gue lagi snapchat sendirian dengan dog filter. Muncul 2 dog filter yang mengecil bukan dimuka gue. Sekarang bisa nangkep hantu",4
"Aku suka sama aplikasi ini, tapi kenapa pas aku Uda berfoto, fotonya gak bisa disimpan. Padahal kan aku uda pencet tanda simpan. Tolong di balas ya! Aku rada rada nyesel download aplikasi ini, emang Uda bagus tapi knp fotonya GK bisa disimpan. Sebel banget 🙁🙁🙁😠😠. Tolong di balas ya, knp GK bisa disimpan fotonya?",2
"Mon maap nih ya aku kasih bintang 3 dulu soalnya belum aku pasang, waktu aku mau download padahal udah 53persen eh malah gk jalan², terus aku ulang lgi eh waktu 53persen eh berhenti lgi,, padahal nih ya ruang penyimpananku itu masih banyak waktu aku download gk ada tulisannya ""memory anda tidak mencukupi"" , tetapi kenapa gk bisa??,, terus aku coba lgi kan ngedownload aplikasinya ternyata sama aja waktu nyampai 53persen gk jalan² padahal aku udah tunggu selama berjam² tapi masih aja gk bisa",3
"Assalamualaiikum,saya puji Menurut saya aplikasi ini sangat bagus ada beberapa tampilan filter/emot gitu, sebenernya aplikasi ini bisa di simpen ke galeri tapi kalian aja yang belom tau caranya,bagi yang belom tau bisa liat yutub,sekian trimakasih",5
"Tidak bisa buat new akun!!! Tolong kemudahannya, kesalahan terus, dari dulu aku tiap install suka gak bisa buat new akun 😠😠😠😠 ( tolong agar membuat akun lebih mudah dan tidak pakai syarat-syarat apapun seperti di lapak sebelah. )",1
Nama saya inayah dan... knp saya kasih bintang 2?? Karna saya kesalll sekali pas saya sudah download dan sudah saya buka snapchatnya disitu harus daftar dan masuk sudah saya coba 6× tapi masih tidak bisa juga masuk padahal sudah benar tolong ga usah pakai masuk sama daftarnya soalnya ga enak banget kalau pakai itu,2
"Asalamualaikum... Saya sulis ....aplikasi ini sangat membantu bagi saya untuk poto""yg lebih bagus ,efeknya itu loh sangat bagus ,kerreenn 😉✌️ maka dari itu efeknya lebih banyak lg dan bagus"" . *Klo ga dwonload aplikasi ini !rugi loh . Sekian dari saya wasalamualaikum wr wb 😇😇",3
"Yang bilang kode verifikasi nya ga nongol"" atau segala macem , mungkin jaringan mu lagi jelek. Aku daftar snapchat ini 2 menit langsung terdaftar otomatis , dan efeknya bagus"" semwa lagi , gomawo snapchat❄",5
Ini aplikasi nya bagus tapi kenapa suka keluar masuk keluar masuk!!! Perbaiki lagi!!!!! Sudah saya hapus dan download lagi tapi masih saja!!!!! Setidaknya beri kenyamann. Kalau gini kan tambah ribetin penggunaan lain yang sedang butuh!! Tolong di perbaiki lagi!!,1
"Hai semuanya namaku julia aku kls 8 smp.oh iya aku baru download aplikasi ini,semoga daftarnya gak susah ya😊 soalnya kata temenku aplikasinya bagus.ini kok download nya lama ya terus harus berkali kali download, gimana sih padahal jaringan nya bagus terus kuotanya juga masih banyak.",3
"Aplikasinya bagus banget sumpah, wajah gua seketika cantik kebantu filter Snapchat pokoknya aplikasinya the best lah gua kasih bintang 5 andai bintangnya ada yang sampe 10 dah gua kasih bintang 10. Pokonya harus download!!!!!!!!!!!!!!!! Kelebihan aplikasinya itu banyak banget 1. Bisa chattingan sama temen disini 2. Bisa vidio call pakek filter 3. Filternya bagus pakek banget 😭 4. Bisa buat bitmoji sendiri Pokoknya bagus bangeeet deh ni aplikasi. The best 👍👍👍👍👍👍👍👍👍",5
Harus hapus aplikasi yang lain untuk download ini!! Aku udah hapus aplikasi untuk download apps ini trus aku dah tunggu 2 jam aku cek lagi dia Nyuruh instal ulang dan suruh hapus aplikasi lagi!! Kalo gitu aku hapus aja semua aplikasi ku trus download ini anj!!!!!,1
"Ku suka filter cartoon 3d bagus pas di coba bisa bikin video dan foto juga.🤗 Dan ku coba hasilnya bagus dan memuaskan, tapi ngga tau cara nyimpan ke galeri.",5
"Download nya lama amat sih. Udah hampir 2,5 jam lho. Dari tadi 99% aja mulu.. terus balik lagi ke 0% gimana sih. Padahal koneksi nya bagus, kuota banyak, sinyal bagus. Biasanya kan gk kek gini. Dulu saya pernah download Gk kaya gini.. penyimpanan nya juga dong kecilin.. jangan di appstore aja kecil.. pas udah di download tiba tiba 300Mb. *masih mending loh saya kasih bintang 4.",4
Terbaik 👍💯alam kenal bang aplikasi ini memang sangat bagus tapi ada tapinya kadang foto yang sudah lama contohnya yang sudah 2 bula begitu maca tidak biasa di lihat lagi itu yang membuat saya bilang tapi,5
"yaowo apk nya gajelass bgt smph masa saya Poto dan Truss simpan ke galeri gaada potonya kan aneh ,filter sama stiker nya udh baguss bgt yah sama kaya yg di Instagram tpi kekurangannya pass mo nyimpen Poto digaleri gaada potonya 🤣😤",3
"Kenapa setiap install apk ini tidak bisa, padahal jaringan juga lancar penyimpanan juga tidak penuh. Setiap mencapai 96% selalu hilang dan berhentj otomatis",1
"Kok setelah di perbarui malah ga bisa dipake filternya,malah kepake filter yang lain. Padahal udah bagus tapi kok gabisa dipakai, diperbaiki lagi ya kalo ga perbaiki unistall aja",1
"duh ini gimana si aplikasi tiba"" akun ke kunci padahal gapernah berbuat aneh"" selalu matuhi peraturannya nya tpi knp akun sy ke kunci! padahal temen saya sudah banyak sekali di apk ini! saya buat akun baru juga tetep gabisa kenapa??emg saya buat kesalahan apa?aneh nih apk kesel bgt selalu kekunci akun klo ga gbisa login aneh bgt kecewa sama apknya pdhl awlny bgus"" aj smpe udh nyaman krna dpt tmn bnyk dri sini tp mkin ksni malah eror tlong di perbaiki lg dan tlong pulihkan akun saya lg!",1
Aplikasinya bagus Efeknya bagus tapiiii kenapa pas saya foto kok foto saya gak ada di galeri sihpadahal udah saya pencet simpan. jujur saya kecewa banget sama ni aplikasi udah di utak atik tapi gak nemu celah sama seekali jadi diharapkan utuk segera di perbaiki yah aplikasinya !!!!!,1
"apilikasi ini sangat bagus mengapa, fungsinya yaitu kita dapat meningkatkan pelajaran bahasa Inggris kita, seperti saya orang Indonesia saya dapat chating dengan teman luar saya. kan gak mungkin klo kita pakai bahasa kita gak nyambung gitu.trus saya mendapat kan banyak vocab,banyak kosa kata baru yg saya dapat kan dan saya terjemahkan melalui google translate,trus diingat didalam kepala saya. dan yang kedua mendapatkan banyak teman luar negri.",5
"Bagus banget kaya filter Instagram duku aku punya Instagram tapi ke kunci kata sandi, tapi gak tau kata sandi nya apa jadi ke Snapchat aja deh bagus banget 👌👌👍👍 tolong tambah lagu tapi jangan lagu luar negri lagu Indonesia aja ya Snapchat",5
Bagus tapi pas di updatealah jelek setikernya biasa ajah malahan bagusan sebelum di update makanya saya kasih bintang 4 tapi efeknya bagus hanya setikernya ajah dan Cath nya ada buat grup tapi harus 30 orang saya cuma punya 3 orang ajah tolong dibuwat juga ya yang 3orang pokoknya masih bagusan b612 tapi sayang b612 sekarang udah berubah juga,4
Sebenarnya aplikasi ini bagus banget tapi masih ada bugnya contohnya kalau saya mau simpan video ke galeri itu nggak bisa prosesnya lama banget mohon diperbaiki lagi ya,4
"Knp ngak bisa di download sih ,udah 2 kali gw coba download tetep gk bisa kata nya ,tidak dapat menginstal snap chat coba lagi ,dan jika masih tidak berfungsi lihat cara umum untuk memperbaiki masalah ini ,apaan coba bilang kek gitu anj 😒 ,knp gk bisa di install sih anj, tolong di perbaiki lagi aplikasi nya😒😒😡😠",1
"𝑨𝒑𝒍𝒊𝒌𝒂𝒔𝒊 𝒊𝒏𝒊 𝒃𝒂𝒈𝒖𝒔 𝒃𝒂𝒏𝒈𝒆𝒕. 𝑪𝒐𝒏𝒕𝒐𝒉𝒏𝒚𝒂 𝒔𝒆𝒑𝒆𝒓𝒕𝒊 𝒔𝒂𝒚𝒂 𝒚𝒂𝒏𝒈 𝒔𝒖𝒌𝒂 𝒇𝒐𝒕𝒐"" 𝒕𝒂𝒑𝒊 𝒑𝒆𝒓𝒏𝒂𝒉 𝒈𝒂𝒌 𝒔𝒆𝒔𝒖𝒂𝒊. 𝑺𝒆𝒌𝒂𝒓𝒂𝒏𝒈 𝒔𝒆𝒎𝒆𝒏𝒋𝒂𝒌 𝒂𝒅𝒂 𝒔𝒏𝒂𝒑𝒄𝒉𝒂𝒕 𝒎𝒆𝒏𝒈𝒆𝒅𝒊𝒕 𝒑𝒖𝒏 𝒈𝒂𝒎𝒑𝒂𝒏𝒈",5
"Hai nama aku gabriella,,aku suka banget udh menginstal aplikasi ini😊,,aplikasi ini sangat bagus dan filter nya jg bagus bagus😊🙏,,gua suka bngt sama aplikasi in😍,,tpi kayak kurang boomerangnyaa,,kalo ada bomerangnya pasti seru😊,,tolong di perbaiki kembali ya😊🙏,,trimakasih.",4
"Gila, chat bot AI Snapchat, terbaik sih sejauh ini dibanding apk lain. Agak serem, tapi keren. Sayang belum bisa ngebalas pesan kita dengan voice note atau lakuin voice call. Semoga kedepannya bisa.",5
"Ini untuk kedua kalinya saya download ulang snapchat . baru"" didonwload, masih bekerja dgn baik . tp lama kelamaan, saya merasa terganggu, sering sekali saat mau menyimpan foto da video ke rol kamera, snapchat nya tbtb keluar .. Itu kenapa yaa ? Tolong dong ditingkatkan lagi .. Terima kasih 🙏🏽🙏🏽",1
"filter wajahnya gk bisa di pake semua bikin kzl bukan pertama kalinya kek gini udh sering terjadi tapi msh bisa baek,tapi knp yg terakhir gk bisa kepake-pake!! pasahal jaringannya bagus gk ad mslh MOHON PERBAIKANNYA!!!😡😡",1
kok setelah di update malah gk bisa digunakan sih setiap mau pilih filter nya itu langsung macet terus keluar sendiri lagi tolong dong di perbaiki,2
Aplikasinya bagus banget kalo dowload pasti gk bakal nyesel efek nya filternya semuanya bagus tpi kadang kadang suka nge leg terus gk bsa di pnct tpi saya suka bagus banget terima kasih🙏🙏😇,5
"Apk nya bagus bangettttt,puasss bangetttt pasti yanv download ngga bakal nyesel deh,buruan download filter nya itu lohhhh yang bikin aku seneng banget sama apk nya,ai buruan download karena ini keren banget,bukan cuma filter nya aja yang keren tapi kita bisa ngobrol dengan temen,kerennn banget,tingkat kan lagi ya dan tambah filter nya dengan yang baru biar lebih puasss,makasih yaaaaa❤️❤️❤️",5
"Assalmualaikum,,,Aku mau Kasih tau nih Apk Snapchat ini sebenarnya udah Bagus ,Tapi Perlu di tingkatkqn lagi efek² yang ada di dalamnya,Seharusnya Snapchat menambahkan efek yang lebih banyak lagi ke dalamnya,,EfekNya itu diambil dari Instagram,Soalnya efek² Instagram bagus² semua,,Makasih,maaf kalau ada perkataan yg menyinggung ,perkenalkan nama aku Davina(Vina),,Waalikumsalam,,♡",2
"kok ngelag sih, filternya gabisa didownload padahal sinyal bagus, ruang penyimpanan juga masih penuh, udah di download ulang juga masih gitu. kenapa bisa gitu ya? tolong diperbaiki.",1
"Waw aplikasi ini sangat bagus,aku suka banget sama filter nya dan aku gak bakalan mau ngehapus ini,dan buat kalian yg gak donwlot aplikasi ini bakalan nyesel dan bagi yg hapus aplikasi ini saya jamin menyesal banget,dan juga aplikasi ini tdk menggunakan kuota sama sekali,jadi kalo kuota kalian habis terus bosan tinggal buka aplikasi ini deh gampang kan dan filter filter nya bagus loh gak bikin bosan, ok sekian dari penjelasan saya makasih bagi yg perhatian",5
"Aku sebenarnya suka banget sama ini aplikasi, tapi kenapa aku kasih bintang 2 itu karena waktu itu saya sengaja hapus Karena penyimpanan full dan ada tugas yang harus saya kirim secepatnya, dan setelah saya download ulang trus login pake akun yang sebelumnya dan berhasil, foto dan video saya hilang semuanya, saya kira foto saya tak akan hilang ternyata hilang😭 gimana ini cara ngembaliinya. Tolong Snapchat ntar saya kasih 5* kalau kembali.",2
"Untuk selfie nya oke, tapi untuk game nya ada yang kurang. Pernah main bitmoji party sama teman, tahun 2020. Lalu, waktu mau main bitmoji party lagi sama teman tahun 2023, bitmoji party malah di hapus. Sayang sekali, tolong adain bitmoji party lagi di snapchat",4
Bagus banget apk nya.... aku suka banget sama efek efeknya. Tapi kenapa y kadang kadang efeknya gk bisa muncul pas mau poto.... tolong di perbaiki ya ....,4
"Bagus banget sih apk nya,,,Efek nya aku suka,,,Bagus banget efek efek nya,,,,Coba aja di snapchat bisa boomerang:(,,,,Pasti lebih bagusss,,,,,Semoga aja nanti bisa boomeranggan di snapchat nya dan efek nya lebih bagus lagi,,!!!:)",4
"Aku suka banget sama app ini...,, tp yang buat aku g suka itu filter"" dan stiker"" nya yg di hp ku ( snapchat ) g ganti"" masak itu"" aja??! Padahal di hp nya teman"" ku udh pada versi baru semua filter dan stikernya..aku udh update trs tp tetap percuma😟😟. Dan lagi app ini memakan memori banyak banget🙁",2
yang kesini kebanyakan gara gara filtel nya Kan apk ini bagus banget gk rugi tapi aq saranin bomerang nya di tambahin ya biar makin bagus pokok nya gk kalah deh sama Ig kalo Ig aq gk suka filternya kalau gk ada jaringan gk bisa kalo senpchat bisa Pokok nya snapchat THE BEST lahh semangat teruss yaa✨✨,5
mohon ya..😢 kepada pembuat aplks snapchat saya sangat kecewa sekali dengan aplks ini. katanya tidak ada jaringan ny .tapi hp saya ada jaringan ny sinyal di tempatt saya juga bagus tapi kenapa terjadi masalah mulu. mengecewakan .menghambur2kan kuota saya aja .di mohon kepada pembuat aplks tolong di perbaiki kembali.😊,1
"💓💓💓 Aplikasinya worth it bngt :)))) gk nyesel kalian donwload ini:3 Filternya jg cuteee🥰,tp wktu aku mau bikin password kok passwordnya gabisa ke selanjutnya ya?:( tolong diperbaiki aku suka bngt app ini soalny :)))))), tp app ini bnr2 bagusssssss🥰💓",4
sebenarnya bagus shiiii cuma kenapa pas stiker yg kata bibir lebar pengubah suara pas udh kita rekam nih ya..eh hasilnya suaranya kaya sember gitu ga kaya biasanya.. padahal saya udh uninstal trus instal lagi... udh berkali kali saya ulang masih aja... tapi itu pas bikin video kedua..,4
"Banyak sebagian orang menggunakan snaochat hanya untuk memakai efek/filter yang tersedia disini,tapi tidak untuk saya,saya menggunakan snapchat untuk bertemu dengan orang baru atau orang dari negara lain,banyak fostifnya yang saya dapat adalah bisa belajar bahasa inggris dan mempunyai teman di banyak negara tapi ada hal negatifnya juga banyak orang yang memosting hal yang tidak sopan di story orang orang barat Selain itu semua bagus thanks a lot snapchat",5
Aplikasinya bagus tapi tolong di perbaiki sedikit kadang WiFi atau. Data sudah bagus malah ngelek dan mau keluar sendiri,1
"Aplikasi ini bagusss banget buat bikin foto ala selebgram² gitu , tapi sayangnya pas udah ada hasil fotonya ko malah sering buka pengaturan ada bacaan paksa berhenti / nonaktifkan Itu knp ya ko di hp tmn aku biasa² aja Kalo di hp aku sering kayak gitu Gimana ya cara mengatasinya ? Tolong di bantu dong developer nya:) Biar aku kasih bintang lima 😊",3
Aplikasi nya bagus banget biaa ngalahin Instagram fitur nya juga bagus bagus tapii ada 1 kesalahan lagu nya itu jelek semua pas aku tulis lagi sweet love eh yang muncul sweet wit tolong di perbaiki ya tapiii gak papa aku tetap kasih bintang 5 💜 terimakasih ya untuk yang buat aplikasi ini assalamualaikum 😊🥰,5
"~Ini aplikasi bagus banget untuk foto selfie sama teman dan juga sendiri, dan juga ada stiker stiker wajahnya yang keren juga pokoknya ini aplikasi top banget deh untuk foto selfie sama teman atau sendirian. Jadi, itu sebabnya aku kasih bintang 5 terimakasih yang sudah buat aplikasi ini ya. Aku mau kasih 4 kata yang Indah *I LOVE YOU SNAPCHAT*~.",5
Mohon maaf !! Sebelum nya saya download apk ini di (app market) bawaan dari oppo nah pertanyaan saya... Kenapa download tan di market sm di play store beda ya ?... Kan sm² ada di keduanya🙂... Itu aja sih yg lainnya good kok tapi beda aja gitu di Snapchat temnku sm di aku !!.. Filternya good😊 i'm like this app but i'm dont like because no many filter Snapchat 😌.. Ok gitu aja gk tau aku developer dari mana .. klw dari luar udah aku kasih bahasa Inggris nya jadi bisa update lagi😢..,3
"Asalamualaikum,,, saya Revadia saya suka banget sama aplikasi ini karena saya melihat teman saya menggunakan aplikasi ini tapi setelah ku coba itu ribet banget ,,,,kayak mau daftar Instagram aja tolong ya kk di perbaiki, dan di ajar kan cara memasang aplikasi ini sekian dari saya,, wassalamu'alaikum warahmatullahi wabarokatuh",5
Trmaksh google play atas bantuan betut sanget bermampaat bagi saya karena semakin mudah saya dilihat oleh teman2. Saya klok lokasi halaman saya sudah bisa dilihat. Semoga terus jaya selamanya dan semoga selalu jadi yang terbaik dan terus selalu diatas seperti bintang,5
Sebenarnya apk ni sngt bagus cmnn knpa setiap saya nyimpan videoo ga bisa kesimpan d galeri tertulisnya si tersimpan tapi pas saya cek ga ada samsek di galerii padahal ram sayaaaa lumynn gedee tolong yhh d perbaiki lagi ini knpa?,3
"hallo,saya milawati saya sudah lama mendownload aplikasi ini...tapi baru kali ini saya merasa kesal memakai aplikasi ini karena saat saya mau mencoba menyimpan vid atau foto nya eh malah kembali ke lobby berapa kali saya coba tetap gak bisa bener² bikin kesel ini apliksinya mulai eror dan sudah lama aku tunggu masih aja klo masuk ke apliksi nya tiba² saja nanti keluar sendiri,gak bisa disimpan foto atau videonya,tolong dong lebih di perbaiki lagi kenapa bisa eror dan bisa keluar² sendiri😡😩",1
"Aplikasi nya bagus sekali. Pas aku berfoto,tiba tiba muncul di galeri. Padahal, belum di simpan. Udah selesai menengoknya snapchat, aku pergi ke galeri, aku nampak foto fi snapchat. Oia... Jangan lupa di leik pas menengok snapchat di plyai tor",5
"Nyesal banget sumpah,masa mau masuk nih aplikasi kok ribet banget,saat mau masuk pake akun email..nama email sama password aku udah bener,ehhh ternyata password aku salah dikatainnya, padahal udah bener sial! Lepas pake no telepon ehhh no aku yang salah,padahal udah bener..kan taik!!!! Nyesel banget download nih aplikasi,buang Kouta...... diperbaiki napa nih aplikasinya:)",1
"Assalamualaikum.wr.wb. Nama saya siti elena menurut saya aplikasi snepchat ini sangat bagus sangat membantu dan cara pakainya itu mudah sekali mangkanya saya kasih bintang lima buat snapchet sukses terus ya Oh iya buat kalian yg mau instal snepchet jangan ragu"" ya langsung di instal.Sekian dari saya terimakasih wassalamu'alaikum wr.wb.",5
"Bagus sih aplikasinya. Tapi kenapa jenis font nya cuma 2 yah, padahal udh di update trus. Klo liat punya temen jga fontnya banyak. Jdi aku hapus trus instal ulang. Spa tau bakal bisa, blum dicoba si moga aja bisa",3
"Setelah saya download sy langsung daftar, tapi selalu saja tidak bisa.. saya pakai cara masuk juga gk bisa.. padahal sudah benar dan sudah 8 karakter.. dan ada tulisan belum bisa buat akun dan diminta untuk pencet link, saat saya pencet malah gk kebuka buka..",1
Ini kenapa yaa durasi video nya jadi lama bgt pas udh di save bahkan ada yg sampe sejam pdhl video aslinya cuma 20 detik. Tlg dong diperbaiki udh di update tpi ttp aja kya gni. Ini jadi susah mau di upload ke insta story,1
"Maaf sebelumnya admin , beberapa bulan lalu saya download aplikasi ini masih biasa dan bisaa daftar , tapi kenapa pas saya download lagi jadi susah masuk , udah coba daftar juga tapii coba lagi nanti , gitu mulu . Mohon di perbaiki min . Terimakasih Jdi nyeselll",1
kenapa snapchat saya tidak bisa menyimpan video ke memori padahal bru kemarin saya download ketika saya akan menyimpan video atau foto snapchat keluar sendiri! TOLONG SEGERA DI PERBAIKI SECEPATNYA! jika sudah normal seperti semula penilaian akan saya ubah menjadi bintang 5 terimakasih 😊,4
"Hai aku Celsi,aku lumayan kecewa sih sama ni app,soalnya waktu dwlnd susah bangettt,serah kalian mau ngomong hp gue kentang ke apa kek,trus filternya sering ilang""gak jelas gitu,aku jadi kesalll,kecewa bangetttt,waktu downld aku udah sampai 93 tapi lama banget lagi naiknya,trus yg kedua 53 tapi sama aja lamaaaaa banget naiknya,jadi kecewa dehhh,aku udah berharap bakal kedowld,lahhh jadinya kagak😭😭",1
"Baguss batt......selain karena Bisa ngobrol dgn teman"" lain.a ,jg bisa bermain d dlm.a....Sempet jg Download hapus Download hapus gegara memori internal.a penuh......maklum hp kentang hihi.... tpi apk ini tu bener"" rekomended bat dh",5
bagus banget... oo iya aku mau bilang kalau kebanyakan orang gunain apk ini untuk filter fotonya aja kan.. hayo ngaku... nggak juga sih.. ada kaya pesan2 gitu.. pokoknya aku kasih bintang ☆☆☆☆☆ deh buat developer yg buat apk ini.. thanks developer... lop yu..,5
"Assalamualaikum kak,sebelumnya saya sangat suka dengan filter ini,saya melihat kawan saya selvie menggunakan filter ini bagus sekali,tpi kenapa pas saya coba di hp saya Vivo Y12,Kenapa filter nya ngebug g bagus SM sekali,saya jadi kecewa😕padahal sebelumnya pas saya pertama kali liat saya sangat suka sekali.Mohon Bantuannya kak🙏",5
"Awalnya setiap ada chat masuk terlihat notif n ada nada deringnya. Baru beberapa x pakai, sdh tak berfungsi lagi, jd saya mesti buka dulu aplikasi utk melihat apakah ada chatingan masuk atau tidak.. mohon infonya kenapa jadi begitu..?",3
"Snapchat ini sangat bagus ,,, pokoknya top deh ,,,, soalnya aja banyak macem karakter atau apalah itu ,,, yang pasti snapchat ini sangat bagus ,,,, selain bisa berbagi cerita,,, snapchat ini juga bisa bermain bersama temen ,,,, aku kasih bintang 5 karna bagusssssssss bagettttttttttttt",5
"Snapchat ini bagus banget,kita bisa foto sambil pakek kyk stiker gitu. Ntar kita juga bisa nambahin temen yg ada dikontak kita,kalian bisa juga chatan sama temen kalian lewat snapchat ini....Buruan download tunggu apa lagi?? Ga nyesel deh,klo komentar kalian gimana?Tq",5
"Apk nya bagus, tapi kenapa abis di update sering nge lag. Kaya gabisa buka story sndiri/nge cek viewers story pdahal sya udh make 3 hp untuk akun yg sama. Tolong diperbaiki :)",4
"Banyak ulasan dari pengguna baru aplkasi ini dikarenakan zenly menyarankan untuk pindah ke snapchat,, serta banyak keluhan untuk fitur snapmap tdk seperti zenly,, terus untuk apa zenly menyarankan pindah ke aplksi ini....???? sy sendiri pun pindah ke sini krn zenly sdh non aktif...tolonglah pihak developer untuk perbarui aplkasi ini terutama snapmap seperti fitur² di zenly dulu...",1
"Saya liat di temen isi dari aplikasi nya memang bagus, cuma saya kecewaa. Masaa saya udah beberapa kali download, tapi masih ga bisa log in sama daftar terus sih.. tolong yaa, perbaikii ... Trimakasih",3
"Saya gak bisa masuk ke Snapchat nya... udah masukin pakek nomor,gak bisa,terus pakek email juga gak bisa...gimana sih!rugi saya...udah capek2 download,malah gak bisa....ngabis-ngabisin kuota doang....tolong diperbaiki dong...jangan begitu. !kalo udah bisa masuk..nanti saya kasih bintang 5!!asal perbaiki dulu aja!!!",1
Udh bagus sih tapi buat tambahan tlg buat fitur camera snap jangan kesulitan saat men save gambar krna beberapa kali kdang tulisan save tdk bisa di gunakan,5
"Saya sangat suka aplikasi snap chat💗 Itu yang nggk bisa caranya nyimpan foto fi galeri,caranya gampang,di situ ada titik 3 itu kamu pencet yang namanya ekspor,lalu tunggu,dan lihat ada atau tidak fotomu..Selamat Menjoba😄",5
